state,age_group,disability_type,support_class,participant_count,average_support_budget,utilisation_rate,active_provider_count,participant_to_provider_ratio,utilisation_gap,payment_per_participant,access_risk,recommended_support
SA,19 to 24,Autism,Capacity Building,4405,22000.0,47.0,166,26.5361,53.0,9667.0,Medium Risk,Capacity Building - Improved Daily Living
SA,19 to 24,Autism,Capital,168,13000.0,70.0,10,16.8,30.0,6577.0,Medium Risk,Capacity Building - Improved Daily Living
SA,19 to 24,Autism,Core,4029,60000.0,76.0,86,46.8488,24.0,43807.0,Medium Risk,Capacity Building - Improved Daily Living
SA,19 to 24,Cerebral Palsy,Capacity Building,152,28000.0,66.0,19,8.0,34.0,15375.0,Medium Risk,Capacity Building Support Review
SA,19 to 24,Cerebral Palsy,Capital,103,24000.0,72.0,9,11.4444,28.0,6350.0,Medium Risk,Plan Utilisation Support
SA,19 to 24,Cerebral Palsy,Core,146,154000.0,81.0,10,14.6,19.0,97397.0,Medium Risk,Core Support Monitoring
SA,19 to 24,Developmental Delay,Capacity Building,10,21000.0,63.0,13,0.7692,37.0,0.0,Medium Risk,Capacity Building - Improved Daily Living
SA,19 to 24,Developmental Delay,Core,10,84500.0,76.0,13,0.7692,24.0,0.0,Medium Risk,Capacity Building - Improved Daily Living
SA,19 to 24,Down Syndrome,Capacity Building,86,28000.0,74.0,9,9.5556,26.0,13895.0,Medium Risk,Capacity Building Support Review
SA,19 to 24,Down Syndrome,Capital,21,9000.0,87.0,1,21.0,13.0,0.0,Medium Risk,Provider Availability Review
SA,19 to 24,Down Syndrome,Core,85,149000.0,81.0,4,21.25,19.0,83494.0,Medium Risk,Provider Availability Review
SA,19 to 24,Hearing Impairment,Capacity Building,195,8000.0,31.0,3,65.0,69.0,1815.0,High Risk,Support Coordination / Plan Management Review
SA,19 to 24,Hearing Impairment,Capital,17,1000.0,42.0,2,8.5,58.0,0.0,High Risk,Provider Availability Review
SA,19 to 24,Hearing Impairment,Core,209,6000.0,43.0,2,104.5,57.0,2182.0,High Risk,Support Coordination / Plan Management Review
SA,19 to 24,Intellectual Disability,Capacity Building,1351,27000.0,54.0,134,10.0821,46.0,14872.0,Medium Risk,Capacity Building - Social and Community Participation
SA,19 to 24,Intellectual Disability,Capital,139,17000.0,70.0,9,15.4444,30.0,4331.0,Medium Risk,Capacity Building - Social and Community Participation
SA,19 to 24,Intellectual Disability,Core,1314,120000.0,80.0,83,15.8313,20.0,93906.0,Medium Risk,Capacity Building - Social and Community Participation
SA,19 to 24,Multiple Sclerosis,Capacity Building,10,21000.0,63.0,13,0.7692,37.0,0.0,Medium Risk,Capacity Building Support Review
SA,19 to 24,Multiple Sclerosis,Core,10,84500.0,76.0,13,0.7692,24.0,0.0,Medium Risk,Core Support Monitoring
SA,19 to 24,Other,Capacity Building,22,25000.0,60.0,3,7.3333,40.0,0.0,Medium Risk,Provider Availability Review
SA,19 to 24,Other,Capital,14,25000.0,61.0,2,7.0,39.0,0.0,Medium Risk,Provider Availability Review
SA,19 to 24,Other,Core,21,76000.0,74.0,2,10.5,26.0,0.0,Medium Risk,Provider Availability Review
SA,19 to 24,Other Neurological,Capacity Building,70,27000.0,62.0,8,8.75,38.0,9943.0,Medium Risk,Therapy and Daily Living Support Review
SA,19 to 24,Other Neurological,Capital,38,24000.0,48.0,3,12.6667,52.0,0.0,High Risk,Provider Availability Review
SA,19 to 24,Other Neurological,Core,67,137000.0,76.0,3,22.3333,24.0,66881.0,High Risk,Provider Availability Review
SA,19 to 24,Other Physical,Capacity Building,60,17000.0,42.0,6,10.0,58.0,4250.0,Medium Risk,Assistive Technology / Transport Support
SA,19 to 24,Other Physical,Capital,32,21000.0,59.0,2,16.0,41.0,0.0,Medium Risk,Provider Availability Review
SA,19 to 24,Other Physical,Core,58,54000.0,40.0,3,19.3333,60.0,16069.0,High Risk,Provider Availability Review
SA,19 to 24,Other Sensory/Speech,Capacity Building,49,14000.0,44.0,4,12.25,56.0,2776.0,High Risk,Provider Availability Review
SA,19 to 24,Other Sensory/Speech,Capital,10,13500.0,44.5,3,3.3333,55.5,0.0,High Risk,Provider Availability Review
SA,19 to 24,Other Sensory/Speech,Core,48,13000.0,45.0,2,24.0,55.0,0.0,High Risk,Provider Availability Review
SA,19 to 24,Psychosocial Disability,Capacity Building,65,32000.0,53.0,22,2.9545,47.0,10723.0,Medium Risk,Psychosocial Recovery and Community Participation
SA,19 to 24,Psychosocial Disability,Capital,10,100000.0,64.5,1,10.0,35.5,0.0,High Risk,Provider Availability Review
SA,19 to 24,Psychosocial Disability,Core,66,168000.0,76.0,5,13.2,24.0,75955.0,Medium Risk,Provider Availability Review
SA,19 to 24,Spinal Cord Injury,Capacity Building,10,21000.0,63.0,1,10.0,37.0,0.0,Medium Risk,Provider Availability Review
SA,19 to 24,Spinal Cord Injury,Capital,10,18000.0,64.0,1,10.0,36.0,0.0,Medium Risk,Provider Availability Review
SA,19 to 24,Spinal Cord Injury,Core,10,84500.0,76.0,1,10.0,24.0,0.0,Medium Risk,Provider Availability Review
SA,19 to 24,Stroke,Capacity Building,10,21000.0,63.0,13,0.7692,37.0,0.0,Medium Risk,Therapy and Daily Living Support Review
SA,19 to 24,Stroke,Capital,10,18000.0,64.0,6,1.6667,36.0,0.0,Medium Risk,Therapy and Daily Living Support Review
SA,19 to 24,Stroke,Core,10,84500.0,76.0,13,0.7692,24.0,0.0,Medium Risk,Therapy and Daily Living Support Review
SA,19 to 24,Visual Impairment,Capacity Building,60,19000.0,47.0,3,20.0,53.0,6017.0,High Risk,Provider Availability Review
SA,19 to 24,Visual Impairment,Capital,16,12000.0,24.0,3,5.3333,76.0,0.0,High Risk,Provider Availability Review
SA,19 to 24,Visual Impairment,Core,59,46000.0,76.0,3,19.6667,24.0,18610.0,Medium Risk,Provider Availability Review
SA,25 to 34,ABI,Capacity Building,163,27000.0,63.0,42,3.881,37.0,13503.0,Medium Risk,Capacity Building Support Review
SA,25 to 34,ABI,Capital,33,18000.0,74.0,7,4.7143,26.0,0.0,Medium Risk,Plan Utilisation Support
SA,25 to 34,ABI,Core,162,175000.0,76.0,27,6.0,24.0,106901.0,Medium Risk,Core Support Monitoring
SA,25 to 34,Autism,Capacity Building,2395,17000.0,58.0,111,21.5766,42.0,9302.0,Medium Risk,Capacity Building - Improved Daily Living
SA,25 to 34,Autism,Capital,132,16000.0,73.0,14,9.4286,27.0,8061.0,Medium Risk,Capacity Building - Improved Daily Living
SA,25 to 34,Autism,Core,2230,86000.0,81.0,89,25.0562,19.0,68575.0,Medium Risk,Capacity Building - Improved Daily Living
SA,25 to 34,Cerebral Palsy,Capacity Building,212,27000.0,71.0,39,5.4359,29.0,12939.0,Low Risk,Capacity Building Support Review
SA,25 to 34,Cerebral Palsy,Capital,157,26000.0,69.0,13,12.0769,31.0,7478.0,Medium Risk,Plan Utilisation Support
SA,25 to 34,Cerebral Palsy,Core,207,223000.0,84.0,23,9.0,16.0,146367.0,Low Risk,Core Support Monitoring
SA,25 to 34,Down Syndrome,Capacity Building,126,18000.0,65.0,32,3.9375,35.0,8317.0,Medium Risk,Capacity Building Support Review
SA,25 to 34,Down Syndrome,Capital,23,18000.0,100.0,6,3.8333,0.0,0.0,Low Risk,General Core Support Monitoring
SA,25 to 34,Down Syndrome,Core,126,175000.0,87.0,17,7.4118,13.0,95802.0,Low Risk,Core Support Monitoring
SA,25 to 34,Hearing Impairment,Capacity Building,179,6000.0,48.0,2,89.5,52.0,1704.0,High Risk,Support Coordination / Plan Management Review
SA,25 to 34,Hearing Impairment,Capital,51,7000.0,52.0,1,51.0,48.0,0.0,High Risk,Support Coordination / Plan Management Review
SA,25 to 34,Hearing Impairment,Core,192,8000.0,55.0,3,64.0,45.0,3526.0,High Risk,Support Coordination / Plan Management Review
SA,25 to 34,Intellectual Disability,Capacity Building,1493,20000.0,62.0,160,9.3312,38.0,12468.0,Medium Risk,Capacity Building - Social and Community Participation
SA,25 to 34,Intellectual Disability,Capital,220,18000.0,71.0,23,9.5652,29.0,8691.0,Low Risk,Capacity Building - Social and Community Participation
SA,25 to 34,Intellectual Disability,Core,1482,143000.0,84.0,133,11.1429,16.0,121439.0,Low Risk,Capacity Building - Social and Community Participation
SA,25 to 34,Multiple Sclerosis,Capacity Building,50,15000.0,58.0,2,25.0,42.0,1920.0,High Risk,Provider Availability Review
SA,25 to 34,Multiple Sclerosis,Capital,10,26000.0,60.0,2,5.0,40.0,0.0,Medium Risk,Provider Availability Review
SA,25 to 34,Multiple Sclerosis,Core,52,37000.0,62.0,1,52.0,38.0,0.0,High Risk,Provider Availability Review
SA,25 to 34,Other,Capacity Building,44,21000.0,53.0,2,22.0,47.0,3477.0,High Risk,Provider Availability Review
SA,25 to 34,Other,Capital,31,40000.0,51.0,2,15.5,49.0,0.0,Medium Risk,Provider Availability Review
SA,25 to 34,Other,Core,43,134000.0,58.0,2,21.5,42.0,0.0,High Risk,Provider Availability Review
SA,25 to 34,Other Neurological,Capacity Building,97,25000.0,65.0,15,6.4667,35.0,10557.0,Medium Risk,Therapy and Daily Living Support Review
SA,25 to 34,Other Neurological,Capital,56,32000.0,81.0,10,5.6,19.0,6000.0,Low Risk,Therapy and Daily Living Support Review
SA,25 to 34,Other Neurological,Core,97,217000.0,78.0,16,6.0625,22.0,129165.0,Medium Risk,Therapy and Daily Living Support Review
SA,25 to 34,Other Physical,Capacity Building,106,17000.0,62.0,10,10.6,38.0,6538.0,Medium Risk,Assistive Technology / Transport Support
SA,25 to 34,Other Physical,Capital,72,24000.0,79.0,6,12.0,21.0,9833.0,Medium Risk,Assistive Technology / Transport Support
SA,25 to 34,Other Physical,Core,103,95000.0,82.0,5,20.6,18.0,49311.0,Medium Risk,Provider Availability Review
SA,25 to 34,Other Sensory/Speech,Capacity Building,10,21000.0,63.0,13,0.7692,37.0,0.0,Medium Risk,Assistive Technology and Communication Support
SA,25 to 34,Other Sensory/Speech,Core,10,84500.0,76.0,13,0.7692,24.0,0.0,Medium Risk,Assistive Technology and Communication Support
SA,25 to 34,Psychosocial Disability,Capacity Building,455,27000.0,60.0,87,5.2299,40.0,14220.0,Medium Risk,Psychosocial Recovery and Community Participation
SA,25 to 34,Psychosocial Disability,Capital,17,15000.0,61.0,3,5.6667,39.0,0.0,Medium Risk,Provider Availability Review
SA,25 to 34,Psychosocial Disability,Core,450,148000.0,71.0,50,9.0,29.0,97482.0,Medium Risk,Psychosocial Recovery and Community Participation
SA,25 to 34,Spinal Cord Injury,Capacity Building,34,21000.0,71.0,3,11.3333,29.0,0.0,Medium Risk,Provider Availability Review
SA,25 to 34,Spinal Cord Injury,Capital,31,39000.0,54.0,4,7.75,46.0,0.0,Medium Risk,Provider Availability Review
SA,25 to 34,Spinal Cord Injury,Core,34,140000.0,69.0,4,8.5,31.0,0.0,High Risk,Provider Availability Review
SA,25 to 34,Stroke,Capacity Building,23,24000.0,53.0,1,23.0,47.0,0.0,High Risk,Provider Availability Review
SA,25 to 34,Stroke,Capital,10,71000.0,58.0,1,10.0,42.0,0.0,High Risk,Provider Availability Review
SA,25 to 34,Stroke,Core,16,118000.0,64.0,1,16.0,36.0,0.0,High Risk,Provider Availability Review
SA,25 to 34,Visual Impairment,Capacity Building,76,13000.0,59.0,5,15.2,41.0,4224.0,Medium Risk,Provider Availability Review
SA,25 to 34,Visual Impairment,Capital,20,12000.0,3.0,4,5.0,97.0,0.0,High Risk,Provider Availability Review
SA,25 to 34,Visual Impairment,Core,76,60000.0,76.0,3,25.3333,24.0,35171.0,High Risk,Provider Availability Review
SA,35 to 44,ABI,Capacity Building,236,24000.0,61.0,49,4.8163,39.0,12911.0,Medium Risk,Capacity Building Support Review
SA,35 to 44,ABI,Capital,62,16000.0,69.0,6,10.3333,31.0,4290.0,Medium Risk,Plan Utilisation Support
SA,35 to 44,ABI,Core,236,150000.0,76.0,27,8.7407,24.0,98708.0,Medium Risk,Core Support Monitoring
SA,35 to 44,Autism,Capacity Building,1127,17000.0,62.0,85,13.2588,38.0,9480.0,Medium Risk,Capacity Building - Improved Daily Living
SA,35 to 44,Autism,Capital,55,15000.0,67.0,6,9.1667,33.0,7818.0,Medium Risk,Capacity Building - Improved Daily Living
SA,35 to 44,Autism,Core,1057,73000.0,82.0,57,18.5439,18.0,58234.0,Low Risk,Capacity Building - Improved Daily Living
SA,35 to 44,Cerebral Palsy,Capacity Building,154,23000.0,72.0,28,5.5,28.0,13318.0,Low Risk,Capacity Building Support Review
SA,35 to 44,Cerebral Palsy,Capital,111,26000.0,72.0,17,6.5294,28.0,10234.0,Low Risk,Plan Utilisation Support
SA,35 to 44,Cerebral Palsy,Core,154,226000.0,83.0,23,6.6957,17.0,147656.0,Low Risk,Core Support Monitoring
SA,35 to 44,Down Syndrome,Capacity Building,148,18000.0,66.0,27,5.4815,34.0,8095.0,Medium Risk,Capacity Building Support Review
SA,35 to 44,Down Syndrome,Capital,40,12000.0,60.0,5,8.0,40.0,4150.0,Medium Risk,Provider Availability Review
SA,35 to 44,Down Syndrome,Core,149,171000.0,81.0,24,6.2083,19.0,100128.0,Low Risk,Core Support Monitoring
SA,35 to 44,Hearing Impairment,Capacity Building,145,5000.0,53.0,5,29.0,47.0,2000.0,High Risk,Provider Availability Review
SA,35 to 44,Hearing Impairment,Capital,49,9000.0,15.0,1,49.0,85.0,0.0,High Risk,Provider Availability Review
SA,35 to 44,Hearing Impairment,Core,147,12000.0,80.0,4,36.75,20.0,5435.0,Medium Risk,Provider Availability Review
SA,35 to 44,Intellectual Disability,Capacity Building,1158,21000.0,64.0,146,7.9315,36.0,13075.0,Medium Risk,Capacity Building - Social and Community Participation
SA,35 to 44,Intellectual Disability,Capital,262,19000.0,63.0,24,10.9167,37.0,9332.0,Medium Risk,Capacity Building - Social and Community Participation
SA,35 to 44,Intellectual Disability,Core,1149,159000.0,83.0,112,10.2589,17.0,135134.0,Low Risk,Capacity Building - Social and Community Participation
SA,35 to 44,Multiple Sclerosis,Capacity Building,138,17000.0,61.0,9,15.3333,39.0,6732.0,Medium Risk,Capacity Building Support Review
SA,35 to 44,Multiple Sclerosis,Capital,56,18000.0,58.0,6,9.3333,42.0,0.0,Medium Risk,Plan Utilisation Support
SA,35 to 44,Multiple Sclerosis,Core,130,68000.0,82.0,3,43.3333,18.0,38846.0,High Risk,Provider Availability Review
SA,35 to 44,Other,Capacity Building,76,22000.0,71.0,6,12.6667,29.0,8329.0,Medium Risk,Capacity Building Support Review
SA,35 to 44,Other,Capital,60,26000.0,71.0,5,12.0,29.0,7883.0,Medium Risk,Provider Availability Review
SA,35 to 44,Other,Core,76,161000.0,73.0,5,15.2,27.0,77789.0,Medium Risk,Provider Availability Review
SA,35 to 44,Other Neurological,Capacity Building,136,23000.0,64.0,17,8.0,36.0,10147.0,Medium Risk,Therapy and Daily Living Support Review
SA,35 to 44,Other Neurological,Capital,81,31000.0,86.0,13,6.2308,14.0,4630.0,Low Risk,Therapy and Daily Living Support Review
SA,35 to 44,Other Neurological,Core,136,220000.0,79.0,13,10.4615,21.0,83860.0,Medium Risk,Therapy and Daily Living Support Review
SA,35 to 44,Other Physical,Capacity Building,183,16000.0,60.0,15,12.2,40.0,7732.0,Medium Risk,Assistive Technology / Transport Support
SA,35 to 44,Other Physical,Capital,125,27000.0,78.0,10,12.5,22.0,5424.0,Medium Risk,Assistive Technology / Transport Support
SA,35 to 44,Other Physical,Core,183,82000.0,75.0,16,11.4375,25.0,51044.0,Medium Risk,Assistive Technology / Transport Support
SA,35 to 44,Other Sensory/Speech,Capacity Building,10,21000.0,63.0,13,0.7692,37.0,0.0,Medium Risk,Assistive Technology and Communication Support
SA,35 to 44,Other Sensory/Speech,Core,10,84500.0,76.0,13,0.7692,24.0,0.0,Medium Risk,Assistive Technology and Communication Support
SA,35 to 44,Psychosocial Disability,Capacity Building,909,23000.0,61.0,105,8.6571,39.0,13395.0,Medium Risk,Psychosocial Recovery and Community Participation
SA,35 to 44,Psychosocial Disability,Capital,33,9000.0,52.0,4,8.25,48.0,0.0,Medium Risk,Provider Availability Review
SA,35 to 44,Psychosocial Disability,Core,897,109000.0,80.0,80,11.2125,20.0,87262.0,Medium Risk,Psychosocial Recovery and Community Participation
SA,35 to 44,Spinal Cord Injury,Capacity Building,61,18000.0,66.0,6,10.1667,34.0,5967.0,Medium Risk,Assistive Technology / Transport Support
SA,35 to 44,Spinal Cord Injury,Capital,52,40000.0,100.0,7,7.4286,0.0,7712.0,Low Risk,Assistive Technology / Transport Support
SA,35 to 44,Spinal Cord Injury,Core,60,147000.0,79.0,4,15.0,21.0,75617.0,Medium Risk,Provider Availability Review
SA,35 to 44,Stroke,Capacity Building,69,23000.0,68.0,4,17.25,32.0,9812.0,Medium Risk,Provider Availability Review
SA,35 to 44,Stroke,Capital,38,13000.0,51.0,1,38.0,49.0,0.0,High Risk,Provider Availability Review
SA,35 to 44,Stroke,Core,67,130000.0,82.0,1,67.0,18.0,68493.0,High Risk,Provider Availability Review
SA,35 to 44,Visual Impairment,Capacity Building,108,12000.0,56.0,4,27.0,44.0,5231.0,High Risk,Provider Availability Review
SA,35 to 44,Visual Impairment,Capital,33,20000.0,78.0,4,8.25,22.0,0.0,Medium Risk,Provider Availability Review
SA,35 to 44,Visual Impairment,Core,110,62000.0,85.0,4,27.5,15.0,44136.0,Medium Risk,Provider Availability Review
SA,45 to 54,ABI,Capacity Building,395,24000.0,65.0,55,7.1818,35.0,13957.0,Medium Risk,Capacity Building Support Review
SA,45 to 54,ABI,Capital,161,18000.0,68.0,14,11.5,32.0,7863.0,Medium Risk,Plan Utilisation Support
SA,45 to 54,ABI,Core,394,174000.0,83.0,45,8.7556,17.0,129853.0,Low Risk,Core Support Monitoring
SA,45 to 54,Autism,Capacity Building,570,17000.0,62.0,45,12.6667,38.0,9665.0,Medium Risk,Capacity Building - Improved Daily Living
SA,45 to 54,Autism,Capital,56,17000.0,58.0,10,5.6,42.0,2036.0,Medium Risk,Capacity Building - Improved Daily Living
SA,45 to 54,Autism,Core,524,83000.0,84.0,31,16.9032,16.0,65321.0,Low Risk,Capacity Building - Improved Daily Living
SA,45 to 54,Cerebral Palsy,Capacity Building,128,26000.0,65.0,34,3.7647,35.0,13203.0,Medium Risk,Capacity Building Support Review
SA,45 to 54,Cerebral Palsy,Capital,103,27000.0,76.0,18,5.7222,24.0,11563.0,Low Risk,General Core Support Monitoring
SA,45 to 54,Cerebral Palsy,Core,127,298000.0,89.0,30,4.2333,11.0,200496.0,Low Risk,Core Support Monitoring
SA,45 to 54,Down Syndrome,Capacity Building,109,25000.0,73.0,47,2.3191,27.0,11862.0,Low Risk,Capacity Building Support Review
SA,45 to 54,Down Syndrome,Capital,48,14000.0,60.0,9,5.3333,40.0,3958.0,Medium Risk,Plan Utilisation Support
SA,45 to 54,Down Syndrome,Core,109,265000.0,88.0,32,3.4062,12.0,138321.0,Low Risk,Core Support Monitoring
SA,45 to 54,Hearing Impairment,Capacity Building,197,6000.0,50.0,6,32.8333,50.0,2426.0,High Risk,Assistive Technology and Communication Support
SA,45 to 54,Hearing Impairment,Capital,67,8000.0,67.0,4,16.75,33.0,0.0,Medium Risk,Provider Availability Review
SA,45 to 54,Hearing Impairment,Core,200,17000.0,58.0,2,100.0,42.0,9910.0,High Risk,Support Coordination / Plan Management Review
SA,45 to 54,Intellectual Disability,Capacity Building,893,21000.0,65.0,124,7.2016,35.0,13121.0,Medium Risk,Capacity Building - Social and Community Participation
SA,45 to 54,Intellectual Disability,Capital,267,16000.0,66.0,21,12.7143,34.0,8461.0,Medium Risk,Capacity Building - Social and Community Participation
SA,45 to 54,Intellectual Disability,Core,900,165000.0,86.0,101,8.9109,14.0,144844.0,Low Risk,Capacity Building - Social and Community Participation
SA,45 to 54,Multiple Sclerosis,Capacity Building,252,18000.0,67.0,11,22.9091,33.0,10151.0,Medium Risk,Capacity Building Support Review
SA,45 to 54,Multiple Sclerosis,Capital,157,22000.0,82.0,7,22.4286,18.0,9771.0,Medium Risk,General Core Support Monitoring
SA,45 to 54,Multiple Sclerosis,Core,249,127000.0,76.0,17,14.6471,24.0,79490.0,Medium Risk,Core Support Monitoring
SA,45 to 54,Other,Capacity Building,153,20000.0,56.0,11,13.9091,44.0,9059.0,Medium Risk,Capacity Building Support Review
SA,45 to 54,Other,Capital,119,23000.0,83.0,5,23.8,17.0,4412.0,Medium Risk,Provider Availability Review
SA,45 to 54,Other,Core,151,128000.0,65.0,6,25.1667,35.0,74391.0,High Risk,Core Support Monitoring
SA,45 to 54,Other Neurological,Capacity Building,248,24000.0,65.0,49,5.0612,35.0,13516.0,Medium Risk,Therapy and Daily Living Support Review
SA,45 to 54,Other Neurological,Capital,155,21000.0,65.0,10,15.5,35.0,8761.0,Medium Risk,Therapy and Daily Living Support Review
SA,45 to 54,Other Neurological,Core,249,199000.0,78.0,26,9.5769,22.0,146382.0,Medium Risk,Therapy and Daily Living Support Review
SA,45 to 54,Other Physical,Capacity Building,253,16000.0,59.0,22,11.5,41.0,8142.0,Medium Risk,Assistive Technology / Transport Support
SA,45 to 54,Other Physical,Capital,198,23000.0,64.0,6,33.0,36.0,8207.0,Medium Risk,Assistive Technology / Transport Support
SA,45 to 54,Other Physical,Core,252,77000.0,78.0,11,22.9091,22.0,55940.0,Medium Risk,Assistive Technology / Transport Support
